Contact Id (18 digit),Opportunity Id (18 Digit),Lead Source (recent),Stage,[REDACTED],Recurring [REDACTED],Created Date,Close Date
003Dm0000034gSsIAI,006Dm00000395exIAA,Contact Sales,Development,40000,0,[REDACTED],[REDACTED]
003Dm0000034jTXIAY,006Dm00000399CsIAI,Contact Sales,Rejected [REDACTED],1,0,[REDACTED],[REDACTED]
003Dm0000034eqNIAQ,006Dm00000392JSIAY,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000034gRjIAI,006Dm00000395LKIAY,Contact Sales,Development,360000,0,[REDACTED],[REDACTED]
003Dm0000034fUKIAY,006Dm00000394B8IAI,Contact Sales,Solution Design,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000034fUsIAI,006Dm00000394e6IAA,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000034fy5IAA,006Dm000003953SIAQ,Contact Sales,Referred to [REDACTED],32000,0,[REDACTED],[REDACTED]
003Dm0000034fzIIAQ,[REDACTED],Contact Sales,Legal Negotiation,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000034g9iIAA,006Dm00000395AJIAY,Contact Sales,Proposal,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000034hvBIAQ,006Dm00000397M1IAI,Contact Sales,Proposal,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000033lSMIAY,[REDACTED],Contact Sales,Qualified Opportunity,,0,[REDACTED],[REDACTED]
003Dm0000033l3bIAA,006Dm0000038ucLIAQ,Contact Sales,Development,40000,0,[REDACTED],[REDACTED]
003Dm0000033lToIAI,006Dm0000038v5BIAQ,Contact Sales,Development,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000033lvXIAQ,006Dm0000038vZgIAI,Contact Sales,Development,28800,0,[REDACTED],[REDACTED]
003Dm0000033j5mIAA,006Dm0000038vXeIAI,Contact Sales,Development,87500,0,[REDACTED],[REDACTED]
003Dm0000033lY0IAI,006Dm0000038vXeIAI,Contact Sales,Development,87500,0,[REDACTED],[REDACTED]
003Dm0000033lwpIAA,006Dm0000038vdDIAQ,Contact Sales,Solution Design,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000033mQVIAY,006Dm0000038wKwIAI,Contact Sales,Qualified Opportunity,,0,[REDACTED],[REDACTED]
003Dm0000033b6cIAA,006Dm0000038oklIAA,Outbound,Closed Lost,50000,0,[REDACTED],[REDACTED]
003Dm0000033f5aIAA,006Dm0000038p7XIAQ,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000033YoIIAU,006Dm0000038ngDIAQ,Contact Sales,Development,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000033jQVIAY,006Dm0000038t4OIAQ,Contact Sales,Development,45000,0,[REDACTED],[REDACTED]
003Dm0000033YQ1IAM,006Dm0000038nbQIAQ,Contact Sales,Development,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000033j0SIAQ,006Dm0000038sX5IAI,Contact Sales,Closed Lost,40000,0,[REDACTED],[REDACTED]
003Dm0000033jxcIAA,006Dm0000038teRIAQ,[REDACTED],Development,40000,0,[REDACTED],[REDACTED]
003Dm0000033ZBiIAM,006Dm0000038oHDIAY,Contact Sales,Development,80000,0,[REDACTED],[REDACTED]
003Dm0000033k4oIAA,006Dm0000038tfUIAQ,Contact Sales,Development,30000,0,[REDACTED],[REDACTED]
003Dm0000033XsqIAE,006Dm0000038mtjIAA,Contact Sales,Closed Lost,50000,0,[REDACTED],[REDACTED]
003Dm0000033fZqIAI,006Dm0000038ptwIAA,Contact Sales,Development,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000033YqGIAU,006Dm0000038nz2IAA,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000033hzhIAA,006Dm0000038qpHIAQ,Contact Sales,Referred to [REDACTED],[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000033RxIIAU,006Dm0000038gsKIAQ,Contact Sales,Development,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000033V7VIAU,006Dm0000038kUAIAY,Contact Sales,Development,240000,0,[REDACTED],[REDACTED]
003Dm0000033VccIAE,006Dm0000038ksuIAA,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000033Pr5IAE,006Dm0000038fNUIAY,Contact Sales,Solution Design,1,0,[REDACTED],[REDACTED]
003Dm0000033V9LIAU,006Dm0000038kXJIAY,Contact Sales,Closed Lost,45000,0,[REDACTED],[REDACTED]
003Dm0000033PCAIA2,006Dm0000038eobIAA,Contact Sales,Development,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000033PISIA2,006Dm0000038erfIAA,Contact Sales,Closed Lost,60000,0,[REDACTED],[REDACTED]
003Dm0000033JzyIAE,006Dm0000038ZWGIA2,Contact Sales,Closed Lost,50000,0,[REDACTED],[REDACTED]
003Dm0000033E3aIAE,006Dm0000038VKwIAM,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000033J1aIAE,006Dm0000038YAJIA2,Contact Sales,Legal Negotiation,[REDACTED],0,[REDACTED],[REDACTED]
003Dm00000337JfIAI,006Dm0000038NHzIAM,Contact Sales,Closed Won,40500,40500,[REDACTED],[REDACTED]
003Dm00000337OMIAY,006Dm0000038NMRIA2,Contact Sales,Rejected [REDACTED],[REDACTED],0,[REDACTED],[REDACTED]
003Dm00000337JaIAI,006Dm0000038NHuIAM,Contact Sales,Solution Design,50000,0,[REDACTED],[REDACTED]
003Dm00000338pXIAQ,006Dm0000038PNTIA2,Outbound,Development,85000,0,[REDACTED],[REDACTED]
003Dm0000033DNAIA2,006Dm0000038UIyIAM,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000033BMMIA2,006Dm0000038SP8IAM,Contact Sales,Closed Lost,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000033BXkIAM,006Dm0000038SjiIAE,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000033BYxIAM,006Dm0000038SjiIAE,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm00000337JCIAY,006Dm0000038NDYIA2,Contact Sales,Proposal,17000,0,[REDACTED],[REDACTED]
003Dm00000337JuIAI,006Dm0000038NIEIA2,Contact Sales,Development,[REDACTED],0,[REDACTED],[REDACTED]
003Dm00000339FGIAY,006Dm0000038PgxIAE,Contact Sales,Solution Design,27000,0,[REDACTED],[REDACTED]
003Dm0000032zGhIAI,006Dm0000038EjmIAE,Contact Sales,Closed Lost,50000,0,[REDACTED],[REDACTED]
003Dm00000330ybIAA,006Dm0000038GCGIA2,Contact Sales,Development,[REDACTED],0,[REDACTED],[REDACTED]
003Dm000003333jIAA,006Dm0000038HtpIAE,Contact Sales,Development,80000,0,[REDACTED],[REDACTED]
003Dm0000032yznIAA,006Dm0000038EWfIAM,Contact Sales,Development,[REDACTED],0,[REDACTED],[REDACTED]
003Dm00000330C0IAI,006Dm0000038FFTIA2,Contact Sales,Closed Lost,[REDACTED],0,[REDACTED],[REDACTED]
003Dm00000333OyIAI,006Dm0000038IDzIAM,Contact Sales,Proposal,50000,0,[REDACTED],[REDACTED]
003Dm00000334ksIAA,006Dm0000038KG7IAM,Contact Sales,Development,[REDACTED],0,[REDACTED],[REDACTED]
003Dm00000330BNIAY,006Dm0000038FAOIA2,Contact Sales,Development,30000,0,[REDACTED],[REDACTED]
003Dm00000331Y1IAI,006Dm0000038GlGIAU,Contact Sales,Development,65000,0,[REDACTED],[REDACTED]
003Dm000003375eIAA,006Dm0000038My5IAE,Contact Sales,Development,40000,0,[REDACTED],[REDACTED]
003Dm00000336PuIAI,006Dm0000038MG2IAM,Contact Sales,Referred to [REDACTED],[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000032yzdIAA,006Dm0000038EWVIA2,Contact Sales,Closed Lost,40000,0,[REDACTED],[REDACTED]
003Dm0000032wpvIAA,006Dm0000038CVbIAM,Contact Sales,Qualified Opportunity,70000,0,[REDACTED],[REDACTED]
003Dm0000032yXZIAY,006Dm0000038EA0IAM,Contact Sales,Development,40000,0,[REDACTED],[REDACTED]
003Dm0000032ulpIAA,006Dm00000389zxIAA,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000032urGIAQ,006Dm0000038A7wIAE,Contact Sales,Development,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000032vBQIAY,006Dm0000038AXkIAM,Contact Sales,Development,40000,0,[REDACTED],[REDACTED]
003Dm0000032umYIAQ,006Dm0000038A23IAE,Contact Sales,Rejected [REDACTED],40000,0,[REDACTED],[REDACTED]
003Dm0000032vYtIAI,006Dm0000038AeNIAU,Contact Sales,Solution Design,50000,0,[REDACTED],[REDACTED]
003Dm0000032r14IAA,006Dm00000386UpIAI,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000032r2hIAA,006Dm00000386ZzIAI,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
[REDACTED],006Dm00000386UfIAI,Contact Sales,Rejected [REDACTED],1,0,[REDACTED],[REDACTED]
003Dm0000032r2IIAQ,006Dm00000386ZaIAI,Contact Sales,Closed Lost,50000,0,[REDACTED],[REDACTED]
003Dm0000032qzxIAA,006Dm00000386TwIAI,Web Content,Closed Lost,80000,0,[REDACTED],[REDACTED]
003Dm0000032r0aIAA,006Dm00000386TwIAI,Web Content,Closed Lost,80000,0,[REDACTED],[REDACTED]
003Dm0000032sIWIAY,006Dm00000387hBIAQ,Contact Sales,Development,47000,0,[REDACTED],[REDACTED]
003Dm0000032u1QIAQ,006Dm00000389X0IAI,Contact Sales,Development,40000,0,[REDACTED],[REDACTED]
003Dm0000032r0QIAQ,006Dm00000386UGIAY,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000032r2NIAQ,006Dm00000386ZfIAI,Contact Sales,Closed Won,30500,30500,[REDACTED],[REDACTED]
003Dm0000032slPIAQ,006Dm00000388EtIAI,Contact Sales,Development,40000,0,[REDACTED],[REDACTED]
0031R00002oSdwnQAC,006Dm00000388dKIAQ,Industry Event - In Person,Closed Won,400000,400000,[REDACTED],[REDACTED]
[REDACTED],006Dm00000388dKIAQ,Industry Event - In Person,Closed Won,400000,400000,[REDACTED],[REDACTED]
003Dm0000032tm7IAA,006Dm00000388dKIAQ,Industry Event - In Person,Closed Won,400000,400000,[REDACTED],[REDACTED]
003Dm0000032uDMIAY,006Dm00000388dKIAQ,Industry Event - In Person,Closed Won,400000,400000,[REDACTED],[REDACTED]
003Dm000005GipEIAS,006Dm00000388dKIAQ,Industry Event - In Person,Closed Won,400000,400000,[REDACTED],[REDACTED]
003Dm0000032kXaIAI,006Dm00000380Q1IAI,Contact Sales,Development,80000,0,[REDACTED],[REDACTED]
003Dm0000032kukIAA,006Dm00000380pmIAA,Contact Sales,Closed Lost,50000,0,[REDACTED],[REDACTED]
003Dm0000032mOEIAY,[REDACTED],Contact Sales,Development,[REDACTED],0,[REDACTED],[REDACTED]
[REDACTED],006Dm00000380XRIAY,Contact Sales,Development,45000,0,[REDACTED],[REDACTED]
003Dm0000032mIZIAY,006Dm00000382iKIAQ,Contact Sales,Closed Lost,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000032jTCIAY,006Dm0000037z9xIAA,Contact Sales,Closed Lost,150000,0,[REDACTED],[REDACTED]
[REDACTED],006Dm0000037yS3IAI,Drift,Rejected [REDACTED],[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000032k08IAA,006Dm0000037zmbIAA,Contact Sales,Development,60000,0,[REDACTED],[REDACTED]
[REDACTED],[REDACTED],Contact Sales,Proposal,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000032bWVIAY,006Dm0000037piyIAA,Contact Sales,Development,40000,0,[REDACTED],[REDACTED]
003Dm0000032bosIAA,006Dm0000037pykIAA,Contact Sales,Development,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000032bjSIAQ,006Dm0000037prTIAQ,Contact Sales,Referred to [REDACTED],[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000032bNRIAY,006Dm0000037peRIAQ,Contact Sales,Rejected [REDACTED],1,0,[REDACTED],[REDACTED]
003Dm0000032bnzIAA,006Dm0000037pxhIAA,Contact Sales,Closed Lost,39000,0,[REDACTED],[REDACTED]
003Dm0000032cNdIAI,006Dm0000037qLTIAY,Contact Sales,Rejected [REDACTED],1,0,[REDACTED],[REDACTED]
003Dm0000032cOCIAY,006Dm0000037qOBIAY,Contact Sales,Closed Lost,30000,0,[REDACTED],[REDACTED]
003Dm0000032boiIAA,006Dm0000037pyfIAA,Contact Sales,Referred to [REDACTED],[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000032bRyIAI,006Dm0000037pioIAA,Contact Sales,Development,40000,0,[REDACTED],[REDACTED]
003Dm0000032bqFIAQ,006Dm0000037pz4IAA,Contact Sales,Development,85000,0,[REDACTED],[REDACTED]
003Dm0000032TPVIA2,006Dm0000037hghIAA,Contact Sales,Referred to [REDACTED],50000,0,[REDACTED],[REDACTED]
003Dm0000032TTIIA2,[REDACTED],Contact Sales,Referred to [REDACTED],[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000032U0uIAE,006Dm0000037i6hIAA,Contact Sales,Qualified Opportunity,,0,[REDACTED],[REDACTED]
003Dm0000032UTyIAM,006Dm0000037ikwIAA,Contact Sales,Referred to [REDACTED],[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000032UvcIAE,006Dm0000037jA9IAI,Contact Sales,Development,40000,0,[REDACTED],[REDACTED]
003Dm0000032WILIA2,006Dm0000037kviIAA,Contact Sales,Closed Lost,40000,0,[REDACTED],[REDACTED]
003Dm0000032UeFIAU,006Dm0000037irAIAQ,Nurture,Rejected [REDACTED],1,0,[REDACTED],[REDACTED]
003Dm0000032UrfIAE,006Dm0000037j5OIAQ,Contact Sales,Solution Design,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000032U8AIAU,006Dm0000037iDjIAI,Contact Sales,Qualified Opportunity,,0,[REDACTED],[REDACTED]
003Dm0000032YD4IAM,006Dm0000037n3cIAA,Contact Sales,Development,40000,0,[REDACTED],[REDACTED]
003Dm0000032KU4IAM,006Dm0000037ZnsIAE,Contact Sales,Proposal,50000,0,[REDACTED],[REDACTED]
003Dm0000032boJIAQ,006Dm0000037ZnsIAE,Contact Sales,Proposal,50000,0,[REDACTED],[REDACTED]
003Dm0000032RStIAM,006Dm0000037gXgIAI,Contact Sales,Solution Design,40000,0,[REDACTED],[REDACTED]
003Dm0000032JR0IAM,006Dm0000037YfdIAE,Contact Sales,Development,35000,0,[REDACTED],[REDACTED]
003Dm0000032MU5IAM,006Dm0000037bMrIAI,Contact Sales,Solution Design,50000,0,[REDACTED],[REDACTED]
003Dm0000032jJYIAY,006Dm0000037bMrIAI,Contact Sales,Solution Design,50000,0,[REDACTED],[REDACTED]
003Dm0000032JCgIAM,006Dm0000037YSCIA2,Contact Sales,Referred to [REDACTED],40000,0,[REDACTED],[REDACTED]
003Dm0000032QXpIAM,006Dm0000037em8IAA,Contact Sales,Development,40000,0,[REDACTED],[REDACTED]
003Dm0000032SW4IAM,006Dm0000037h4wIAA,Contact Sales,Development,40000,0,[REDACTED],[REDACTED]
003Dm0000032KLzIAM,006Dm0000037Zd2IAE,Contact Sales,Referred to [REDACTED],40000,0,[REDACTED],[REDACTED]
[REDACTED],006Dm0000037h51IAA,Contact Sales,Closed Lost,35000,0,[REDACTED],[REDACTED]
003Dm0000032JCWIA2,006Dm0000037YS2IAM,Contact Sales,Closed Lost,50000,0,[REDACTED],[REDACTED]
003Dm0000032JrOIAU,006Dm0000037ZECIA2,Contact Sales,Rejected [REDACTED],40000,0,[REDACTED],[REDACTED]
003Dm0000032QVeIAM,[REDACTED],Contact Sales,Closed Lost,40000,0,[REDACTED],[REDACTED]
003Dm0000032Q4yIAE,006Dm0000037fSbIAI,Contact Sales,Closed Lost,50000,0,[REDACTED],[REDACTED]
003Dm0000032SVpIAM,006Dm0000037h4mIAA,Contact Sales,Rejected [REDACTED],1,0,[REDACTED],[REDACTED]
003Dm0000032PXTIA2,006Dm0000037fCGIAY,Contact Sales,Solution Design,40000,0,[REDACTED],[REDACTED]
003Dm000005H7hMIAS,006Dm0000037fCGIAY,Contact Sales,Solution Design,40000,0,[REDACTED],[REDACTED]
003Dm0000032NcwIAE,006Dm0000037cLLIAY,Contact Sales,Solution Design,50000,0,[REDACTED],[REDACTED]
003Dm0000032NiqIAE,006Dm0000037cgFIAQ,Contact Sales,Development,40000,0,[REDACTED],[REDACTED]
003Dm0000032S6AIAU,006Dm0000037gw8IAA,Contact Sales,Development,40000,0,[REDACTED],[REDACTED]
[REDACTED],006Dm0000037SoUIAU,Contact Sales,Development,60000,0,[REDACTED],[REDACTED]
003Dm0000032CWnIAM,006Dm0000037SrOIAU,Contact Sales,Referred to [REDACTED],80000,0,[REDACTED],[REDACTED]
003Dm0000032CEfIAM,006Dm0000037STCIA2,Contact Sales,Development,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000032CEvIAM,006Dm0000037SfvIAE,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000032IFwIAM,006Dm0000037XuqIAE,Contact Sales,Referred to [REDACTED],[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000032IztIAE,006Dm0000037YFFIA2,Contact Sales,Referred to [REDACTED],[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000032D2QIAU,006Dm0000037TMwIAM,Contact Sales,Qualified Opportunity,52000,0,[REDACTED],[REDACTED]
0031R00002oR9hiQAC,006Dm0000037TSbIAM,Contact Sales,Development,1,0,[REDACTED],[REDACTED]
003Dm0000032DqpIAE,006Dm0000037Tq3IAE,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000032FXaIAM,006Dm0000037V6zIAE,Contact Sales,Referred to [REDACTED],15000,0,[REDACTED],[REDACTED]
003Dm0000032AExIAM,006Dm0000037PkcIAE,Contact Sales,Referred to [REDACTED],[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000032B4BIAU,006Dm0000037ROyIAM,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000032C9FIAU,006Dm0000037SFYIA2,Contact Sales,Business Negotiation,[REDACTED],0,[REDACTED],[REDACTED]
003Dm00000326AlIAI,006Dm0000037KqgIAE,Drift,Development,40000,0,[REDACTED],[REDACTED]
003Dm00000324KZIAY,006Dm0000037JglIAE,Contact Sales,Development,45000,0,[REDACTED],[REDACTED]
003Dm000003276kIAA,006Dm0000037M3MIAU,Contact Sales,Development,[REDACTED],0,[REDACTED],[REDACTED]
003Dm00000325j1IAA,006Dm0000037KGnIAM,Contact Sales,Closed Lost,[REDACTED],0,[REDACTED],[REDACTED]
003Dm00000326yWIAQ,006Dm0000037LsTIAU,Contact Sales,Closed Lost,40000,0,[REDACTED],[REDACTED]
003Dm00000320TPIAY,006Dm0000037G06IAE,Contact Sales,Closed Lost,80000,0,[REDACTED],[REDACTED]
003Dm00000320aEIAQ,006Dm0000037GAGIA2,Contact Sales,Development,[REDACTED],0,[REDACTED],[REDACTED]
003Dm00000321XRIAY,006Dm0000037HOhIAM,Contact Sales,Development,40000,0,[REDACTED],[REDACTED]
[REDACTED],006Dm0000037Gk9IAE,Contact Sales,Development,[REDACTED],0,[REDACTED],[REDACTED]
003Dm00000322icIAA,006Dm0000037J2PIAU,Contact Sales,Development,45000,0,[REDACTED],[REDACTED]
003Dm00000321Q6IAI,006Dm0000037HF6IAM,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm00000322n3IAA,[REDACTED],Contact Sales,Legal Negotiation,30000,0,[REDACTED],[REDACTED]
003Dm0000031xjYIAQ,006Dm0000037CYyIAM,Contact Sales,Rejected [REDACTED],[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000031xkMIAQ,006Dm0000037CbDIAU,Contact Sales,Closed Lost,60000,0,[REDACTED],[REDACTED]
003Dm0000031xl5IAA,006Dm0000037CbnIAE,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000031xp5IAA,006Dm0000037ChQIAU,Contact Sales,Solution Design,24000,0,[REDACTED],[REDACTED]
003Dm00000320FuIAI,006Dm0000037FuNIAU,Contact Sales,Development,30000,0,[REDACTED],[REDACTED]
003Dm0000031xjZIAQ,006Dm0000037CYzIAM,Contact Sales,Closed Lost,30000,0,[REDACTED],[REDACTED]
003Dm0000031xn4IAA,006Dm0000037CddIAE,Industry Event - In Person,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000031zT2IAI,006Dm0000037ExGIAU,Contact Sales,Development,150000,0,[REDACTED],[REDACTED]
003Dm0000031zVmIAI,006Dm0000037EoUIAU,Contact Sales,Solution Design,45000,0,[REDACTED],[REDACTED]
003Dm00000320NQIAY,006Dm0000037FyfIAE,Contact Sales,Solution Design,80000,0,[REDACTED],[REDACTED]
003Dm0000031xq8IAA,006Dm0000037Cj7IAE,Contact Sales,Closed Lost,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000031xiGIAQ,006Dm0000037CZ7IAM,Contact Sales,Closed Lost,50000,0,[REDACTED],[REDACTED]
003Dm0000031xk7IAA,006Dm0000037CZgIAM,Contact Sales,Proposal,45000,0,[REDACTED],[REDACTED]
003Dm0000031wFbIAI,006Dm0000037AytIAE,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000031viVIAQ,006Dm0000037AGXIA2,Contact Sales,Closed Lost,39000,0,[REDACTED],[REDACTED]
003Dm0000031vJBIAY,[REDACTED],Contact Sales,Solution Design,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000031vUEIAY,006Dm00000379xVIAQ,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000031wtvIAA,006Dm0000037BqbIAE,Contact Sales,Closed Lost,50000,0,[REDACTED],[REDACTED]
003Dm0000031vIcIAI,006Dm00000379ikIAA,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000031uzHIAQ,006Dm00000379Z9IAI,Contact Sales,Development,90000,0,[REDACTED],[REDACTED]
003Dm0000031sXpIAI,006Dm00000376MbIAI,Contact Sales,Business Negotiation,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000031uPzIAI,006Dm00000378xeIAA,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000031v8TIAQ,006Dm00000379fbIAA,Contact Sales,Proposal,70000,0,[REDACTED],[REDACTED]
003Dm0000031sWhIAI,006Dm00000376LsIAI,Contact Sales,Referred to [REDACTED],50000,0,[REDACTED],[REDACTED]
003Dm0000031nZPIAY,006Dm00000371oBIAQ,Contact Sales,Development,35000,0,[REDACTED],[REDACTED]
[REDACTED],006Dm00000372TdIAI,Contact Sales,Closed Lost,82500,0,[REDACTED],[REDACTED]
003Dm0000031nbUIAQ,[REDACTED],Contact Sales,Development,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000031nrwIAA,006Dm00000372BKIAY,Contact Sales,Rejected [REDACTED],[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000031okDIAQ,006Dm00000373GBIAY,Contact Sales,Referred to [REDACTED],[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000031o4bIAA,006Dm00000372T4IAI,Contact Sales,Development,105000,0,[REDACTED],[REDACTED]
003Dm0000031nYAIAY,006Dm00000371o1IAA,Contact Sales,Development,45000,0,[REDACTED],[REDACTED]
003Dm0000031mitIAA,006Dm000003712rIAA,Contact Sales,Solution Design,45000,0,[REDACTED],[REDACTED]
003Dm0000031lQdIAI,006Dm0000036zQ2IAI,Contact Sales,Solution Design,250000,0,[REDACTED],[REDACTED]
003Dm0000031l9NIAQ,006Dm0000036z2PIAQ,Contact Sales,Referred to [REDACTED],[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000031lDUIAY,006Dm0000036z96IAA,Contact Sales,Development,40000,0,[REDACTED],[REDACTED]
003Dm0000031kzmIAA,006Dm0000036yoNIAQ,Contact Sales,Development,70000,0,[REDACTED],[REDACTED]
003Dm0000031mlmIAA,006Dm000003715fIAA,Contact Sales,Rejected [REDACTED],50000,0,[REDACTED],[REDACTED]
003Dm0000031nWTIAY,006Dm00000371nmIAA,Contact Sales,Closed Lost,30000,0,[REDACTED],[REDACTED]
003Dm0000031iG8IAI,006Dm0000036vfrIAA,Contact Sales,Rejected [REDACTED],,0,[REDACTED],[REDACTED]
003Dm0000031jZMIAY,006Dm0000036xKrIAI,Contact Sales,Closed Lost,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000031jaAIAQ,006Dm0000036xPbIAI,Contact Sales,Proposal,40000,0,[REDACTED],[REDACTED]
003Dm0000031jqpIAA,006Dm0000036xiZIAQ,Contact Sales,Closed Lost,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000031jvaIAA,006Dm0000036xnTIAQ,Contact Sales,Closed Won,40000,40000,[REDACTED],[REDACTED]
003Dm0000031iNWIAY,006Dm0000036vnMIAQ,Contact Sales,Closed Lost,50000,0,[REDACTED],[REDACTED]
003Dm0000031jV5IAI,006Dm0000036xIGIAY,Contact Sales,Rejected [REDACTED],40000,0,[REDACTED],[REDACTED]
[REDACTED],006Dm0000036xjgIAA,Contact Sales,Solution Design,50000,0,[REDACTED],[REDACTED]
003Dm0000031jBKIAY,006Dm0000036wsDIAQ,Contact Sales,Qualified Opportunity,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000031iNbIAI,006Dm0000036vnRIAQ,Contact Sales,Proposal,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000031iHTIAY,006Dm0000036vgVIAQ,Contact Sales,Development,35000,0,[REDACTED],[REDACTED]
003Dm0000031iFAIAY,[REDACTED],Contact Sales,Rejected [REDACTED],50000,0,[REDACTED],[REDACTED]
003Dm0000031gHUIAY,006Dm0000036tehIAA,Contact Sales,Development,45000,0,[REDACTED],[REDACTED]
0031R00002gVCjyQAG,006Dm0000036vbpIAA,Contact Sales,Referred to [REDACTED],[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000031flVIAQ,006Dm0000036suAIAQ,Contact Sales,Proposal,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000031i9TIAQ,006Dm0000036vbkIAA,Contact Sales,Closed Lost,50000,0,[REDACTED],[REDACTED]
003Dm0000031h9IIAQ,006Dm0000036ui1IAA,Contact Sales,Development,47500,0,[REDACTED],[REDACTED]
003Dm0000031fRGIAY,006Dm0000036sQPIAY,Contact Sales,Development,[REDACTED],0,[REDACTED],[REDACTED]
003Dm0000031fRaIAI,006Dm0000036sQUIAY,Contact Sales,Qualified Opportunity,50000,0,[REDACTED],[REDACTED]
003Dm0000031fQwIAI,006Dm0000036sQFIAY,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000031gDmIAI,006Dm0000036tYKIAY,Contact Sales,Rejected [REDACTED],50000,0,[REDACTED],[REDACTED]
003Dm0000031cS7IAI,[REDACTED],Contact Sales,Development,40000,0,[REDACTED],[REDACTED]
003Dm0000031cSDIAY,006Dm0000036p8wIAA,Contact Sales,Qualified Opportunity,50000,0,[REDACTED],[REDACTED]
003Dm0000031cmwIAA,006Dm0000036pXNIAY,Contact Sales,Rejected [REDACTED],4500,0,[REDACTED],[REDACTED]
003Dm0000031f5sIAA,006Dm0000036sL0IAI,Contact Sales,Development,50000,0,[REDACTED],[REDACTED]
003Dm0000031eSWIAY,006Dm0000036rf4IAA,Contact Sales,Development,40000,0,[REDACTED],[REDACTED]
003Dm0000031cRsIAI,[REDACTED],Contact Sales,Development,45000,0,[REDACTED],[REDACTED]
003Dm0000031ceeIAA,006Dm0000036pNSIAY,Contact Sales,Development,[REDACTED],0,[REDACTED],[REDACTED]
